team,team_id,season,jersey,name,position,height,year,hometown,high_school,previous_school,url
UC Davis,108,2025-26,21,Theoni Tsami,F,"6'1""",R-So.,"Athens, Greece",,Kronos Agiou Dimitriou,https://ucdavisaggies.com/sports/womens-basketball/roster/theoni-tsami/19437
UC Davis,108,2025-26,23,Victoria Baker,G,"5'9""",R-Sr.,"Austin, Texas",,UC Irvine '22,https://ucdavisaggies.com/sports/womens-basketball/roster/victoria-baker/20097
UC Davis,108,2025-26,25,Megan Norris,C,"6'3""",R-Sr.,"Menlo Park, Calif.",Sacred Heart Prep,,https://ucdavisaggies.com/sports/womens-basketball/roster/megan-norris/19435
UC Irvine,109,2025-26,1,Ameerah Grant,G,"5'4""",Fr.,"Brown Deer, Wis.",Brown Deer HS,,https://ucirvinesports.com/sports/womens-basketball/roster/ameerah-grant/7364
UC Irvine,109,2025-26,2,Haley Hernandez,G,"5'11""",Jr.,"San Jose, Calif.",Archbishop Mitty HS,,https://ucirvinesports.com/sports/womens-basketball/roster/haley-hernandez/7359
UC Irvine,109,2025-26,8,Kianna Wormly,G,"5'7""",Fr.,"Cedar Park, Texas",Vista Ridge HS,,https://ucirvinesports.com/sports/womens-basketball/roster/kianna-wormly/7365
UC Irvine,109,2025-26,9,Daniela Falcon Hernandez,F,"6'2""",So.,"Las Palmas Gran Canaria, Spain",,Utah,https://ucirvinesports.com/sports/womens-basketball/roster/daniela-falcon-hernandez/7357
UC Irvine,109,2025-26,10,Lauryn Madsen,G,"5'11""",So.,"Warden, Wash.",Warden HS,,https://ucirvinesports.com/sports/womens-basketball/roster/lauryn-madsen/7361
UC Irvine,109,2025-26,12,Shirel Nahum,G,"5'9""",Jr.,"Ra'anana, Israel",Hof HaSharon HS,,https://ucirvinesports.com/sports/womens-basketball/roster/shirel-nahum/7362
UC Irvine,109,2025-26,13,Nohe'alani Stores,F,"6'2""",Fr.,"East Palo Alto, Calif.",Mater Dei HS,,https://ucirvinesports.com/sports/womens-basketball/roster/nohe-alani-stores/7366
UC Irvine,109,2025-26,14,Summah Hanson,F,"6'3""",Jr.,"Brisbane, Australia",BA Centre of Excellence,Sacramento State,https://ucirvinesports.com/sports/womens-basketball/roster/summah-hanson/7358
UC Irvine,109,2025-26,20,Hunter Hernandez,G,"5'9""",Sr.,"San Jose, Calif.",Archbishop Mitty HS,,https://ucirvinesports.com/sports/womens-basketball/roster/hunter-hernandez/7360
UC Irvine,109,2025-26,21,Despoina Baltzi,G,"5'8""",Fr.,"Rhodes, Greece",Fryganiotis Schools,,https://ucirvinesports.com/sports/womens-basketball/roster/despoina-baltzi/7367
UC Irvine,109,2025-26,22,Reese Noa,G,"5'9""",So.,"Harbor City, Calif.",North Torrance HS,,https://ucirvinesports.com/sports/womens-basketball/roster/reese-noa/7363
UC Irvine,109,2025-26,23,Jada Wynn,G,"6'1""",Sr.,"Yorba Linda, Calif.",Troy HS,Texas Tech,https://ucirvinesports.com/sports/womens-basketball/roster/jada-wynn/7368
UC Irvine,109,2025-26,24,Naomy Zonzon-Huyghe,G,"5'9""",So.,"La Roche-sur-Yon, France",Lycée Notre Dame du Roc,Arizona Western College,https://ucirvinesports.com/sports/womens-basketball/roster/naomy-zonzon-huyghe/7369
UC Riverside,111,2025-26,1,Kaylani Polk,G,"5'8""",So.,"Compton, Calif.",Paramount HS,,https://gohighlanders.com/sports/womens-basketball/roster/kaylani-polk/7936
UC Riverside,111,2025-26,2,Seneca Hackley,G,"5'8""",Gr.,"Colorado Springs, Colo.",St. Mary's HS,Northern Colorado,https://gohighlanders.com/sports/womens-basketball/roster/seneca-hackley/7933
UC Riverside,111,2025-26,3,Zoe Tillery,G,"5'8""",Sr.,"Sacramento, Calif.",Laguna Creek HS,,https://gohighlanders.com/sports/womens-basketball/roster/zoe-tillery/7938
UC Riverside,111,2025-26,5,Shelley Duchemin,G,"6'0""",Sr.,"Culver City, Calif.",Windward HS,Northern Colorado,https://gohighlanders.com/sports/womens-basketball/roster/shelley-duchemin/7932
UC Riverside,111,2025-26,7,Hannah Wickstrom,G,"5'10""",So.,"Melbourne, Australia",Kilbreda College,,https://gohighlanders.com/sports/womens-basketball/roster/hannah-wickstrom/7939
UC Riverside,111,2025-26,8,Aaliyah Stanton,G,"5'3""",Jr.,"San Diego, Calif.",Rancho Christian HS,Cal State Fullerton,https://gohighlanders.com/sports/womens-basketball/roster/aaliyah-stanton/7940
UC Riverside,111,2025-26,9,Maya Chocano,G/F,"6'1""",Jr.,"Toronto, Ontario, Canada",Kings Christian Collegiate,,https://gohighlanders.com/sports/womens-basketball/roster/maya-chocano/7931
UC Riverside,111,2025-26,10,Makayla Minshall,G,"5'9""",So.,"Sydney, New South Wales, Australia",Westfield Sports HS,,https://gohighlanders.com/sports/womens-basketball/roster/makayla-minshall/7935
UC Riverside,111,2025-26,11,Jayda Cobbs,F,"5'8""",Fr.,"Ontario, Calif.",Ontario HS,,https://gohighlanders.com/sports/womens-basketball/roster/jayda-cobbs/7941
UC Riverside,111,2025-26,22,Taylor Swanson,G,"5'11""",Fr.,"Thousand Oaks, Calif.",Westlake HS,,https://gohighlanders.com/sports/womens-basketball/roster/taylor-swanson/7942
UC Riverside,111,2025-26,23,Maria Mejia,G,"5'11""",Fr.,"Mexicali, Mexico",Fairmont Prep,,https://gohighlanders.com/sports/womens-basketball/roster/maria-mejia/7943
UC Riverside,111,2025-26,30,Dieynaba Sylla,F,"6'2""",Sr.,"Paris, France",Orion International Academy,San Bernardino Valley College,https://gohighlanders.com/sports/womens-basketball/roster/dieynaba-sylla/7937
UC Riverside,111,2025-26,32,Lucia Moreno Tallon,F,"6'2""",Fr.,"Malaga,Spain",Les Lalaboral,,https://gohighlanders.com/sports/womens-basketball/roster/lucia-moreno-tallon/7944
UC Riverside,111,2025-26,35,TT Hill-Brown,F,"6'2""",Sr.,"Stockton, Calif.",Ed W. Clark HS,Utah State,https://gohighlanders.com/sports/womens-basketball/roster/tt-hill-brown/7934
UC Riverside,111,2025-26,41,Bria Shine,F,"6'1""",Gr.,"Sacramento, Calif.",Christian Brothers HS,UC Davis,https://gohighlanders.com/sports/womens-basketball/roster/bria-shine/7945
UC Santa Barbara,104,2025-26,2,Zoe Borter,F,"6'0""",Jr.,"Beaverton, Ore.",Beaverton HS,,https://ucsbgauchos.com/sports/womens-basketball/roster/zoe-borter/7636
UC Santa Barbara,104,2025-26,4,Júlia Puente-Valverde,F,"6'1""",R-Jr.,"Bacelona, Spain",Escola Sagrada Família Sant Andreu,McNeese State,https://ucsbgauchos.com/sports/womens-basketball/roster/j-lia-puente-valverde/7644
UC Santa Barbara,104,2025-26,5,Olivia Bradley,F,"6'1""",R-So.,"Adelaide, South Australia",Urrbrae Agricultural HS,,https://ucsbgauchos.com/sports/womens-basketball/roster/olivia-bradley/7637
UC Santa Barbara,104,2025-26,8,Ava Rawlins,G,"5'10""",Fr.,"Folsom, Calif.",Folsom HS,,https://ucsbgauchos.com/sports/womens-basketball/roster/ava-rawlins/7645
UC Santa Barbara,104,2025-26,12,Maddie Naro,G,"5'8""",Jr.,"Beaverton, Ore.",Beaverton HS,Santa Clara,https://ucsbgauchos.com/sports/womens-basketball/roster/maddie-naro/7642
UC Santa Barbara,104,2025-26,15,Chauncey Andersen,G,"6'0""",Fr.,"Portland, Ore.",Jefferson HS,,https://ucsbgauchos.com/sports/womens-basketball/roster/chauncey-andersen/7646
UC Santa Barbara,104,2025-26,21,Valentina Penna,G/F,"6'3""",Fr.,"Bergamo, Italy",,,https://ucsbgauchos.com/sports/womens-basketball/roster/valentina-penna/7649
UC Santa Barbara,104,2025-26,22,Helena Shum-Koubek,G/F,"5'11""",Fr.,"Augora Hills, Calif.",Oak Park HS,,https://ucsbgauchos.com/sports/womens-basketball/roster/helena-shum-koubek/7647
UC Santa Barbara,104,2025-26,23,Zoe Shaw,G,"5'7""",So.,"Melbourne, Australia",,St. Bonaventure,https://ucsbgauchos.com/sports/womens-basketball/roster/zoe-shaw/7643
UC Santa Barbara,104,2025-26,31,Martha Pietsch,G,"5'5""",Sr.,"Berlin, Germany",,Oregon State,https://ucsbgauchos.com/sports/womens-basketball/roster/martha-pietsch/7640
UC Santa Barbara,104,2025-26,32,Jessica Grant,G,"5'8""",Sr.,"San Marcos, Calif.",Mission Hills HS,,https://ucsbgauchos.com/sports/womens-basketball/roster/jessica-grant/7639
UC Santa Barbara,104,2025-26,35,Malani Mastora,G,"5'11""",So.,"Alameda, Calif.",Alameda HS,,https://ucsbgauchos.com/sports/womens-basketball/roster/malani-mastora/7648
UC Santa Barbara,104,2025-26,44,Bojana Radnjic,G,"5'9""",So.,"Herceg Novi, Montenegro",,,https://ucsbgauchos.com/sports/womens-basketball/roster/bojana-radnjic/7641
UC Santa Barbara,104,2025-26,55,Skylar Burke,G,"5'8""",Sr.,"Coeur d'Alene, Ida.",Coeur d'Alene HS,,https://ucsbgauchos.com/sports/womens-basketball/roster/skylar-burke/7638
Evansville,219,2025-26,1,Avery Kelley,G,"5'6""",So.,"Evansville, Ind.",Reitz Memorial HS,,https://gopurpleaces.com/sports/womens-basketball/roster/avery-kelley/6779
Evansville,219,2025-26,2,Georgia Ferguson,F,"6'3""",Fr.,"Waterloo, Ontario",Cairine Wilson Secondary School,,https://gopurpleaces.com/sports/womens-basketball/roster/georgia-ferguson/6823
Evansville,219,2025-26,4,Sydney Huber,G,"6'0""",Fr.,"Cedar Rapids, Iowa",Mount Vernon HS,,https://gopurpleaces.com/sports/womens-basketball/roster/sydney-huber/6785
Evansville,219,2025-26,5,Georgia Cox,F,"6'4""",R-So.,"Ballarat, Australia",Ballarat Rush,Eastern Illinois,https://gopurpleaces.com/sports/womens-basketball/roster/georgia-cox/6787
Evansville,219,2025-26,10,Camryn Runner,G,"5'8""",So.,"Cicero, Ind.",Hamilton Heights HS,,https://gopurpleaces.com/sports/womens-basketball/roster/camryn-runner/6783
Evansville,219,2025-26,11,Kaiden Kreinhagen,G,"5'8""",So.,"Indianapolis, Ind.",North Central HS,,https://gopurpleaces.com/sports/womens-basketball/roster/kaiden-kreinhagen/6780
Evansville,219,2025-26,15,Elle Snyder,G/F,"5'9""",So.,"Latrobe, Penn.",Greater Latrobe HS,,https://gopurpleaces.com/sports/womens-basketball/roster/elle-snyder/6784
Evansville,219,2025-26,20,Kylee Norkus,G,"5'10""",So.,"Naperville, Ill.",Neuqua Valley HS,,https://gopurpleaces.com/sports/womens-basketball/roster/kylee-norkus/6782
Evansville,219,2025-26,21,BreAunna Ward,G,"5'10""",Fr.,"St. Louis, Mo.",John Burroughs School,,https://gopurpleaces.com/sports/womens-basketball/roster/breaunna-ward/6786
Evansville,219,2025-26,22,Mireia Mustaros,F,"6'1""",Jr.,"Barcelona, Spain",Ins Argentona,Odessa College,https://gopurpleaces.com/sports/womens-basketball/roster/mireia-mustaros/6790
Evansville,219,2025-26,23,Daniela Llavero,G,"5'5""",Fr.,"Malaga, Spain",IES Mediterráneo,,https://gopurpleaces.com/sports/womens-basketball/roster/daniela-llavero/6788
Evansville,219,2025-26,31,Jelena Savic,G/F,"5'11""",Fr.,"Melbourne, Australia",Kurunjang Secondary College,,https://gopurpleaces.com/sports/womens-basketball/roster/jelena-savic/6789
Evansville,219,2025-26,33,Logan Luebbers Palmer,G,"5'9""",So.,"Union, Ky.",Randall K. Cooper HS,,https://gopurpleaces.com/sports/womens-basketball/roster/logan-luebbers-palmer/6781
Georgia,257,2025-26,0,Trinity Turner,G,"5'6""",Sophomore,"Orlando, Fla.",Dr. Phillips High School,,https://georgiadogs.com/sports/womens-basketball/roster/trinity-turner/9621
Georgia,257,2025-26,1,Jocelyn Faison,G,"6'1""",Freshman,"Atlanta, Georgia",Langston Hughes High School,,https://georgiadogs.com/sports/womens-basketball/roster/jocelyn-faison/9626
Georgia,257,2025-26,2,Savannah Henderson,G,"6'3""",Redshirt Junior,"Orlando, Fla.",Timber Creek HS,,https://georgiadogs.com/sports/womens-basketball/roster/savannah-henderson/9620
Georgia,257,2025-26,3,Dani Carnegie,G,"5'9""",Sophomore,"Mount Vernon, NY","Grayson HS (Loganville, Ga.)",Georgia Tech,https://georgiadogs.com/sports/womens-basketball/roster/dani-carnegie/9758
Georgia,257,2025-26,4,Miyah Verse,F,"6'1""",Redshirt Sophomore,"Dayton, Ohio",Arizona Elite Prep,,https://georgiadogs.com/sports/womens-basketball/roster/miyah-verse/9622
Georgia,257,2025-26,8,Zhen Craft,F,"6'2""",Freshman,"Waldorf, Maryland",Bishop McNamara High School,,https://georgiadogs.com/sports/womens-basketball/roster/zhen-craft/9625
Georgia,257,2025-26,10,Aubrey Beckham,G,"5'11""",Freshman,"Dacula, Georgia",Hebron Christian Academy,,https://georgiadogs.com/sports/womens-basketball/roster/aubrey-beckham/9624
Georgia,257,2025-26,11,Enjulina Gonzalez,G,"5'9""",Junior,"Miami, Fla.",Miami Christian,Miami (Ohio),https://georgiadogs.com/sports/womens-basketball/roster/enjulina-gonzalez/9824
Georgia,257,2025-26,14,Rylie Theuerkauf,G,"5'9""",Junior,"Tenafly, NJ",Tenafly HS,Wake Forest,https://georgiadogs.com/sports/womens-basketball/roster/rylie-theuerkauf/9757
Georgia,257,2025-26,21,Aicha Ndour,C,"6'6""",Fifth Year,"Somone, Senegal",Cushing Academy,Wichita State,https://georgiadogs.com/sports/womens-basketball/roster/aicha-ndour/9825
Georgia,257,2025-26,22,Vera Ojenuwa,F,"6'4""",Junior,"Delta State, Nigeria",,Arkansas,https://georgiadogs.com/sports/womens-basketball/roster/vera-ojenuwa/9628
Georgia,257,2025-26,33,Mia Woolfolk,F,"6'3""",Sophomore,"Midlothian, Va.",Manchester High School,,https://georgiadogs.com/sports/womens-basketball/roster/mia-woolfolk/9623
Houston,288,2025-26,0,TK Pitts,G,"6'1""",Senior,"Tulsa, Okla.",Union High School,SMU,https://uhcougars.com/sports/womens-basketball/roster/tk-pitts/9467
Houston,288,2025-26,1,Briana Peguero,G,"5'7""",Graduate Student,"Houston, Texas",Jersey Village High School,Troy,https://uhcougars.com/sports/womens-basketball/roster/briana-peguero/9466
Houston,288,2025-26,2,Kierra Merchant,G,"5'9""",Junior,"Houston, Texas",Westfield High School,,https://uhcougars.com/sports/womens-basketball/roster/kierra-merchant/9446
Houston,288,2025-26,5,Kateri Poole,G,"5'8""",Graduate Student,"Bronx, N.Y.",South Shore High School,LSU,https://uhcougars.com/sports/womens-basketball/roster/kateri-poole/9448
Houston,288,2025-26,7,Kyndall Hunter,G,"5'7""",Redshirt Senior,"Houston, Texas",Cy Creek High School,Texas A&M,https://uhcougars.com/sports/womens-basketball/roster/kyndall-hunter/9483
Houston,288,2025-26,8,Summer Bostock,G,"6'1""",Junior,"Toronto, Ontario",King's Christian Collegiate,Maryland,https://uhcougars.com/sports/womens-basketball/roster/summer-bostock/9443
Houston,288,2025-26,11,Jemma Hunter,F,"6'5""",Freshman,"Gold Coast, Queensland, Australia",Euroa Secondary College,,https://uhcougars.com/sports/womens-basketball/roster/jemma-hunter/9572
Houston,288,2025-26,12,Amani Bartlett,F,"6'3""",Graduate Student,"Cleveland, Texas",Houston Christian High School,LSU,https://uhcougars.com/sports/womens-basketball/roster/amani-bartlett/9485
Houston,288,2025-26,14,Jade Jones,F,"5'10""",Freshman,"Royal Palm Beach, Fla.",The King's Academy,,https://uhcougars.com/sports/womens-basketball/roster/jade-jones/9551
Houston,288,2025-26,22,Kayla King,G,"5'10""",Freshman,"San Antonio, Texas",Judson High School,,https://uhcougars.com/sports/womens-basketball/roster/kayla-king/9550
Houston,288,2025-26,23,Amirah Abdur-Rahim,F,"6'3""",Graduate Student,"Marietta, Ga.",St. Francis High School,Texas A&M,https://uhcougars.com/sports/womens-basketball/roster/amirah-abdurrahim/9465
Houston,288,2025-26,24,Shun'teria Anumele,G,"5'8""",Sophomore,"Houston, Texas",Fort Bend Austin High School,Saint Louis,https://uhcougars.com/sports/womens-basketball/roster/shunteria-anumele/9484
Houston,288,2025-26,26,Jorynn Ross,F,"6'3""",Junior,"Milwaukee, Wis.",Summer Creek HS [Houston],Arizona,https://uhcougars.com/sports/womens-basketball/roster/jorynn-ross/9549
Illinois-Chicago,302,2025-26,0,Jaya McClure,G,"5'6""",R-Jr.,"Louisville, Ky.",School-Christian Academy,Ohio,https://uicflames.com/sports/womens-basketball/roster/jaya-mcclure/11216
Illinois-Chicago,302,2025-26,1,Samantha Serrano,G,"5'10""",So.,"Nanuet, N.Y.",Academy of Holy Angels,Florida Southwestern State,https://uicflames.com/sports/womens-basketball/roster/samantha-serrano/11217
Illinois-Chicago,302,2025-26,2,TuTu Clayton,G,"5'6""",So.,"St. Louis, Mo.",Vashon,,https://uicflames.com/sports/womens-basketball/roster/tutu-clayton/11201
Illinois-Chicago,302,2025-26,3,Sara Zabrecky,G,"5'9""",Gr.,"Munster, Ind.",Munster,St. John's,https://uicflames.com/sports/womens-basketball/roster/sara-zabrecky/11205
Illinois-Chicago,302,2025-26,6,Marissa Green,F,"6'3""",Fr.,"Fort Thomas, Ky.",Highlands,,https://uicflames.com/sports/womens-basketball/roster/marissa-green/11218
Illinois-Chicago,302,2025-26,10,Amelia Strong,F,"6'2""",Sr.,"Niagara Falls, N.Y.",Cardinal O'Hara,Niagara,https://uicflames.com/sports/womens-basketball/roster/amelia-strong/11219
Illinois-Chicago,302,2025-26,11,Aileen Becerril Landeros,G,"5'11""",Jr.,"Garden City, Kan.",Garden City,Clarendon College,https://uicflames.com/sports/womens-basketball/roster/aileen-becerril-landeros/11220
Illinois-Chicago,302,2025-26,12,Julia Coleman,F,"6'0""",Jr.,"St. Louis, Mo.",Westminster Christian Academy,Texas State,https://uicflames.com/sports/womens-basketball/roster/julia-coleman/11202
Illinois-Chicago,302,2025-26,13,Grace Harris,G,"5'9""",Jr.,"Plainfield, Ill.",Plainfield South,Joliet Junior College,https://uicflames.com/sports/womens-basketball/roster/grace-harris/11225
Illinois-Chicago,302,2025-26,14,Jessica Carrothers,G,"5'7""",Sr.,"Highland, Ind.",Crown Point,Butler/IU-Northwest,https://uicflames.com/sports/womens-basketball/roster/jessica-carrothers/11224
Illinois-Chicago,302,2025-26,16,Magdalena Winter,C,"6'4""",So.,"Berlin, Germany",Schul- und Leistungssportzentrum Berlin,,https://uicflames.com/sports/womens-basketball/roster/magdalena-winter/11204
Illinois-Chicago,302,2025-26,20,Crystal Ortiz,G,"6'0""",Gr.,"Sallisaw, Okla.",Central,Eastern Oklahoma State College/ University of Science and Arts of Oklahoma/ Southern Alabama,https://uicflames.com/sports/womens-basketball/roster/crystal-ortiz/11221
Illinois-Chicago,302,2025-26,23,London Walker-George,G,"5'11""",Fr.,"Chicago, Ill.",Kenwood Academy,,https://uicflames.com/sports/womens-basketball/roster/london-walker-george/11222
Illinois-Chicago,302,2025-26,24,Megen Sanaj,G,"5'7""",Jr.,"Chicago, Ill.",Latin School of Chicago,,https://uicflames.com/sports/womens-basketball/roster/megen-sanaj/11203
Illinois-Chicago,302,2025-26,44,Jarius Powers,F,"6'1""",Fr.,"Alton, Ill.",Alton,,https://uicflames.com/sports/womens-basketball/roster/jarius-powers/11223
Incarnate Word,2743,2025-26,0,Morgan Borgstadt,F,"6'0""",R-So.,"Claremore, OK",Verdigris HS,UT Martin,https://uiwcardinals.com/sports/womens-basketball/roster/morgan-borgstadt/12358
Incarnate Word,2743,2025-26,1,Sedelia Wilson-Larkin,F,,Fr.,"San Antonio, TX",,,https://uiwcardinals.com/sports/womens-basketball/roster/sedelia-wilson-larkin/12361
Incarnate Word,2743,2025-26,2,Londyn Oliphant,G,"5'6""",So.,"Dallas, TX",Prestonwood Christian Academy,Missouri,https://uiwcardinals.com/sports/womens-basketball/roster/londyn-oliphant/12356
Incarnate Word,2743,2025-26,3,Izzy Majarucon,G,"5'6""",So.,"Phoenix, Ariz.",Dream City High School,,https://uiwcardinals.com/sports/womens-basketball/roster/izzy-majarucon/12156
Incarnate Word,2743,2025-26,4,Brynn Lusby,G,"5'10""",So.,"Frisco, Texas",Panther Creek High School,,https://uiwcardinals.com/sports/womens-basketball/roster/brynn-lusby/12155
Incarnate Word,2743,2025-26,5,Madison Cockrell,G,"5'4""",Sr.,"Dallas, Texas",Bishop Lynch High School,UTSA,https://uiwcardinals.com/sports/womens-basketball/roster/madison-cockrell/12150
Incarnate Word,2743,2025-26,9,Martina Monton,G,,Fr.,"Barcelona, Spain",,,https://uiwcardinals.com/sports/womens-basketball/roster/martina-monton/12360
Incarnate Word,2743,2025-26,13,Madison Williams,G,"5'6""",Jr.,"Katy, TX",Houston Christian HS,Hardin-Simmons University,https://uiwcardinals.com/sports/womens-basketball/roster/madison-williams/12362
Incarnate Word,2743,2025-26,14,Gwendlyn McGrew,G,"5'10""",So.,"Pasadena, TX",Pasadena Memorial HS,North Texas,https://uiwcardinals.com/sports/womens-basketball/roster/gwendlyn-mcgrew/12357
Incarnate Word,2743,2025-26,21,Mallory McQuietor,F,"6'1""",Jr.,"Keller, TX",Keller High School,,https://uiwcardinals.com/sports/womens-basketball/roster/mallory-mcquietor/12159
Incarnate Word,2743,2025-26,22,Breelyn Sanborn,G,"5'11""",Sr.,"Spring,TX",Saint Pius X High School,,https://uiwcardinals.com/sports/womens-basketball/roster/breelyn-sanborn/12163
Incarnate Word,2743,2025-26,23,Deja Lumsden,G,"5'10""",Sr.,"Fort Worth, Texas",Timber Creek High School,Weatherford Community College,https://uiwcardinals.com/sports/womens-basketball/roster/deja-lumsden/12154
